unit_id,isp,technology,package_download_speed,package_upload_speed,full_package_name,market_class,country,region,geography,national_weight,rural_weight,isp_weight,distance_from_exchange_dsl_only,download_24h_avg,download_24h_min_avg,download_24h_max_avg,download_peak_avg,download_peak_min_avg,download_peak_max_avg,download_0_6am,download_6am_12am,download_12_18pm,download_18_19pm,download_19_20pm,download_20_21pm,download_21_22pm,download_22_23pm,download_23pm_00midnight,upload_24h_avg,upload_24h_min_avg,upload_24h_max_avg,upload_peak_avg,upload_peak_min_avg,upload_peak_max_avg,dns_failure_24h,dns_failure_peak,dns_lookup_24h,dns_lookup_peak,jitter_upstream_24h,jitter_upstream_peak,jitter_downstream_24h,jitter_downtream_peak,latency_24h,latency_peak,packet_loss_24h,packet_loss_peak,web_loading_24h,web_loading_peak,disconnections,youtube_uhd_24h,youtube_hd_24h,youtube_sd_24h,youtube_failed_24h,youtube_startup_delay_24h,youtube_uhd_peak,youtube_hd_peak,youtube_sd_peak,youtube_failed_peak,youtube_startup_delay_peak,netflix_uhd_24h,netflix_hd_24h,netflix_sd_24h,netflix_failed_24h,netflix_startup_delay_24h,netflix_uhd_peak,netflix_hd_peak,netflix_sd_peak,netflix_failed_peak,netflix_startup_delay_peak,iplayer_uhd_24h,iplayer_hd_24h,iplayer_sd_24h,iplayer_failed_24h,iplayer_startup_delay_24h,iplayer_uhd_peak,iplayer_hd_peak,iplayer_sd_peak,iplayer_failed_peak,iplayer_startup_delay_peak,mean_ping_ms_with_downstream_load,median_ping_ms_with_downstream_load,package_download
142924,BT,FTTC,76,20,BT 76 FTTC,B,Wales,Wales,Rural,0.315,0.64797,0.9,NA,72.55600612,68.71309935,73.75086219,71.93247461,71.05686029,72.710342,72.84512483,72.97050044,72.00989171,72.50369785,72.81485216,71.97897689,71.87540364,72.25475348,72.736756,18.38719538,17.63793213,18.57641032,18.43972282,18.36877452,18.52068919,0,0,9.555329073,9.822151724,0.21007541,0.183269231,0.294393443,0.294692308,9.99606338,9.980684211,1.05e-4,0,128.5561543,130.6116522,0.032258065,0.782051282,0.21474359,0.003205128,0,1291.259794,0.833333333,0.166666667,0,0,1278.844208,1,0,0,0,555.8539711,1,0,0,0,565.762617,0,1,0,0,458.2476091,0,1,0,0,476.1005532,52.58796078,53.1665,76
142936,BT,FTTC,76,20,BT 76 FTTC,B,England,South West,Rural,0.3398,0.64797,0.81,NA,67.58505485,60.99851458,69.09986452,66.252954,65.72728652,67.13748415,68.78566971,68.26041705,67.29817407,68.31741878,66.60215505,66.71907488,65.63963705,66.47143695,65.4103184,14.02908302,13.8012911,14.15245265,13.99846865,13.94709312,14.03042912,0,0,7.412307275,7.153729508,0.215466216,0.2291875,0.338506757,0.4973125,8.014942466,8.330213115,2.34e-5,4.25e-5,115.7314646,115.8237647,0,0.802047782,0.197952218,0,0,1194.146461,0.789473684,0.210526316,0,0,1190.578789,1,0,0,0,645.3335205,1,0,0,0,652.9498108,0,1,0,0,496.5808339,0,1,0,0,566.0120541,53.70204912,54.562,76
142950,BT,FTTC,76,20,BT 76 FTTC,B,England,North East,Urban,1.0719,0.81498,0.972,NA,61.95980377,55.06483071,63.5291729,59.99530888,58.46809574,61.52223277,63.48111523,61.879535,62.56458481,63.08344373,61.07243117,60.41099813,59.56528552,61.27897076,59.704422,18.48770021,17.73763897,18.58382813,18.42004966,18.34065884,18.48061987,0,0,20.43572414,21.02642012,0.304615854,0.29796,0.429914634,0.80748,17.89399187,18.10103226,3.55e-5,1.05e-4,207.3632903,210.5305714,0,0.767241379,0.229885057,0.002873563,0,1238.73244,0.75862069,0.224137931,0.017241379,0,1444.176645,1,0,0,0,940.0740886,1,0,0,0,1079.893345,0,1,0,0,915.0804543,0,1,0,0,980.4814746,63.33110234,68.24,76
142976,Plusnet,FTTC,38,10,Plusnet 38 FTTC,B,England,East,Urban,0.0513,0.99656,1.177083333,NA,32.4303912,31.69299845,32.52460103,32.12216608,31.82594257,32.18064,32.471719,32.43851881,32.47383579,32.46391307,32.40149771,32.1186832,32.12564896,32.40612629,32.32541426,9.179718334,9.109549419,9.210350194,9.161697667,9.150668444,9.163730963,0,0,25.9313954,26.61938614,0.418792332,0.464958333,0.187897764,0.223041667,8.082672414,8.091947368,9.1e-5,1.27e-5,1515.313242,1581.90852,0.032258065,0.780185759,0.219814241,0,0,1240.971325,0.84,0.16,0,0,1278.36602,1,0,0,0,1005.356847,1,0,0,0,1007.941286,0,1,0,0,876.2673761,0,1,0,0,933.8926,33.945575,35.741,38
142984,Vodafone,FTTC,76,20,Vodafone 76 FTTC,B,England,East,Urban,NA,NA,NA,NA,44.67142763,40.99081032,45.35020335,43.80339671,42.93825867,44.4071416,45.2021983,45.02890413,44.51583467,44.75725493,44.55521265,43.52615714,44.08063629,44.20068441,44.59992667,16.97563093,16.40398813,17.05727613,16.89609328,16.87807448,16.954768,0.001861331,0.011976048,14.01086682,14.48540854,0.296158501,0.365259259,0.361089337,1.343518519,10.55018014,12.65437931,7.39e-4,0.00948061,150.7083211,162.7068214,1.032258065,0.768361582,0.228813559,0.002824859,0,1248.183229,0.769230769,0.230769231,0,0,1197.897269,1,0,0,0,813.3953887,1,0,0,0,803.0878868,0,1,0,0,518.8304846,0,1,0,0,550.3025185,56.5611648,63.2685,76
143012,Vodafone,FTTC,38,10,Vodafone 38 FTTC,B,England,East,Rural,NA,NA,NA,NA,20.46765434,18.70906839,20.73277548,20.13781192,19.88133931,20.46097517,20.63376426,20.70636483,20.47094051,20.55685486,20.46699941,20.35391072,19.93002462,19.66674314,20.28347653,5.917500521,5.756875355,5.942451097,5.898818868,5.8739408,5.914880267,4.77e-4,0,14.49916416,15.6472439,0.35504,0.342884615,0.299083077,1.737692308,12.25804533,12.88090164,1.69e-4,2.05e-5,230.7487316,244.8935,0.161290323,0.755952381,0.241071429,0.00297619,0,1261.075741,0.72,0.26,0.02,0,1485.232444,0.964705882,0.035294118,0,0,1760.757462,0.795918367,0.204081633,0,0,2402.843758,0,1,0,0,753.2792059,0,1,0,0,755.0791373,88.5812994,88.079,38
143020,TalkTalk,FTTC,38,10,TalkTalk 38 FTTC,B,England,West Midlands,Urban,2.7702,0.99656,0.923913043,NA,37.07878064,34.41523045,37.36061755,36.81872756,36.35650815,37.28028207,37.16451429,37.12310246,36.93930492,37.30825,36.784173,36.74928222,36.85345022,37.25304229,36.45257289,9.304460994,9.181764387,9.341753806,9.295808462,9.27616,9.318658154,0,0,6.604477514,6.682825806,0.234716088,0.204038462,0.394643533,0.681923077,11.48898011,11.55905263,2.02e-4,4.01e-5,163.5180848,184.13,0.129032258,0.741641337,0.255319149,0.003039514,0,1238.308195,0.7,0.28,0.02,0,1542.572444,1,0,0,0,882.7821056,1,0,0,0,880.3803333,0,1,0,0,632.130311,0,1,0,0,661.4058679,60.69587107,58.6495,38
143038,Vodafone,FTTC,76,20,Vodafone 76 FTTC,B,England,London,Urban,NA,NA,NA,NA,61.70942676,58.86629961,62.21156748,60.87802712,60.28704155,61.43048568,62.11285862,61.96629469,61.37465875,61.58111923,61.82281652,60.49868028,61.24472907,61.9079152,61.61774124,13.37113853,12.94702452,13.66537213,13.4774259,13.35293548,13.44222606,4.55e-4,0,9.537322089,10.93743575,0.261330484,0.234103448,0.250709402,1.330896552,4.867633515,6.671311475,5.2e-4,1.36e-4,111.8522465,615.5967097,0.387096774,0.77260274,0.22739726,0,0,1209.065441,0.789473684,0.210526316,0,0,1221.561509,1,0,0,0,570.0761236,1,0,0,0,609.6120508,0,1,0,0,452.0397041,0,1,0,0,471.7344068,34.74577716,35.576,76
143048,TalkTalk,FTTC,76,20,TalkTalk 76 FTTC,B,England,South East,Urban,1.1878,0.81498,1.480769231,NA,35.31831179,34.16962658,35.51271097,35.0942275,34.862876,35.22477914,35.49650321,35.44598989,35.27763141,35.393712,35.21961964,35.04688667,35.122632,35.01806844,35.2073556,11.99747777,11.78096181,12.03496206,11.98556381,11.96748185,12.004276,0,0,7.202938075,7.323076389,0.456964413,0.43504,0.333494662,0.58432,6.707022866,6.797483871,1.36e-5,2.66e-5,139.5294574,139.5798519,0,0.782608696,0.217391304,0,0,1187.622,0.745098039,0.254901961,0,0,1164.493529,1,0,0,0,872.0752572,1,0,0,0,875.2434643,0,1,0,0,534.2122959,0,1,0,0,538.69602,53.71659696,53.327,76
143068,Sky,FTTC,76,20,Sky 76 FTTC,B,England,East,Urban,NA,NA,NA,NA,63.60901582,57.85223148,66.14022735,63.15806373,62.54073935,63.97865832,64.4418049,63.24695064,63.28413159,63.41393545,62.53649973,63.1837288,63.13239867,62.52152987,63.16221653,12.87995943,11.30029729,13.25543665,12.92577669,12.7288776,13.10525733,4.67e-4,0,12.29155798,12.30830168,0.522303207,1.768387097,0.344067055,0.580032258,5.509116216,5.542548387,0.002869839,0.001745615,157.1001124,204.3870645,0.677419355,0.77247191,0.22752809,0,0,1210.596823,0.779661017,0.220338983,0,0,1223.322644,1,0,0,0,599.0024592,1,0,0,0,629.1919153,0,1,0,0,491.1152284,0,1,0,0,494.8754,13.02850565,12.047,76
143104,Plusnet,FTTC,38,10,Plusnet 38 FTTC,B,England,East Midlands,Rural,0.0055,0.462,0.678,NA,16.01454559,15.10771639,16.12166813,16.05722667,16.05106761,16.07990245,16.07286072,15.93027003,15.87543283,16.03755253,15.615798,16.04187752,16.071585550000002,16.06921006,16.0849688,0.650561695,0.51480903200000006,0.730523355,0.6521148,0.618904774,0.682386065,0,0,24.75542462,25.06718868,0.742925072,4.432428571,0.186913545,0.202535714,10.74348011,10.7522459,3.74e-6,1.96e-5,363.9409208,368.0072807,0,0.764705882,0.232492997,0.00280112,0,1256.609252,0.762711864,0.237288136,0,0,1204.645576,0.95821727,0.04178273,0,0,2228.283479,1,0,0,0,2297.899542,0,1,0,0,1188.20888,0,1,0,0,1311.524153,69.77175645,67.46,38
143112,BT,FTTC,76,20,BT 76 FTTC,B,England,West Midlands,Urban,1.0606,0.81498,0.991836735,NA,70.2974764,67.08719535,73.158128,67.38047,67.057658,69.2958028,72.92511669,71.67236034,70.68575145,68.56241224,67.589053,66.73999341,68.10634347,69.33359368,NA,18.4271088,18.11395535,18.574128,18.2968185,18.2078252,18.3341132,0.001233046,0,12.38861659,13.18559,0.207304348,0.275,0.352908213,0.603214286,9.07895637,9.709023256,0.036966093,3.09e-4,112.4397108,130.6320667,2.290322581,0.728205128,0.271794872,0,0,1255.984738,0.666666667,0.333333333,0,0,1234.470818,1,0,0,0,630.072607,1,0,0,0,644.8852571,0,1,0,0,499.7268511,0,1,0,0,537.4024194,44.63538362,50.6625,76
143122,Sky,FTTC,76,20,Sky 76 FTTC,B,England,East Midlands,Rural,0.3764,1.52049,0.697581818,NA,66.01798937,63.07238813,66.11317858,66.041012,65.99333653,66.08868747,66.06932613,66.034269,65.28129787,66.03823871,65.00048981,66.0157456,66.0662784,65.8497248,66.08141135,17.6299877,17.53916981,17.66849368,17.6355052,17.6271288,17.6438816,0,0,11.21493431,11.24948876,0.210790055,0.205666667,0.271801105,0.328266667,10.29976662,10.38378333,5.84e-5,1.31e-4,131.5568819,152.4723,0,0.767567568,0.22972973,0.002702703,0,1216.781393,0.766666667,0.233333333,0,0,1189.20595,1,0,0,0,538.421065,1,0,0,0,587.04405,0,1,0,0,539.2464647,0,1,0,0,561.3147,17.70035028,17.697,76
143126,Vodafone,FTTC,76,20,Vodafone 76 FTTC,B,England,South West,Rural,NA,NA,NA,NA,36.0621896,32.56444516,36.56386477,34.90354597,33.78258684,36.16094555,36.38859148,36.32006387,36.1901584,35.86185806,36.12641523,34.5183089,35.30162427,35.82057707,36.00651174,7.024573318,5.725635097,7.203171871,6.9587996,6.761031226,7.141135742,0,0,14.99372091,16.33807303,0.39045977,0.36725,0.374227011,2.081428571,9.890336043,11.03304839,2.13e-4,9.33e-5,201.2504761,175.5105862,0.258064516,0.77994429,0.217270195,0.002785515,0,1259.418129,0.796610169,0.203389831,0,0,1210.293203,0.994428969,0.005571031,0,0,971.5047535,1,0,0,0,960.1566034,0,1,0,0,604.9985238,0,1,0,0,587.2162931,66.63244628,73.134,76
143130,Plusnet,FTTC,38,10,Plusnet 38 FTTC,B,England,South East,Urban,NA,NA,NA,NA,5.662228205,4.192237161,6.49400671,5.40340672,5.162169429,5.746796286,6.0831264,4.137344,5.647021333,5.504999273,5.34866368,5.329993,5.471173231,5.511449103,5.595869714,0.948208383,0.739285419,1.056749419,0.910868863,0.86646069,0.94054731,0,0,22.20424057,28.21600685,1.185992308,1.251857143,1.053792308,1.03,25.74467422,25.17268966,7.28e-4,4.77e-4,988.1683,1009.367783,0.032258065,0,0.765486726,0.234513274,0,960.9487026,0,0.745098039,0.254901961,0,1058.398093,0,0.946188341,0.053811659,0,2135.152752,0,0.961538462,0.038461538,0,2109.364694,0,0.905829596,0.094170404,0,1983.446913,0,0.862745098,0.137254902,0,2102.765104,218.7272547,221.7305,38
143162,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,East,Rural,0.0413,0.64797,0.912195122,NA,73.84801195,70.20228745,74.30749159,72.78576689,72.29897231,72.66749385,74.23052522,73.74034765,73.14421105,74.23761371,73.9232144,72.47496629,72.98354909,74.12873108,74.11089943,18.40251793,18.21124855,18.44403007,18.35511395,18.34046185,18.37975231,0,0,23.83122642,28.17871717,0.322297521,0.278,0.303293388,1.059222222,8.321202265,8.570226415,4.98e-6,4.15e-5,137.5474023,135.4250455,0,0.782287823,0.217712177,0,0,1220.34314,0.8125,0.1875,0,0,1244.879156,1,0,0,0,591.3270227,1,0,0,0,634.5020345,0,1,0,0,817.6702143,0,1,0,0,968.9806429,57.66332046,58.738,76
143172,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,East Midlands,Rural,NA,NA,NA,NA,72.16652982,70.73869935,72.47771226,72.33436914,72.06383486,72.13429257,72.38673892,72.09417322,71.54519374,72.15564256,72.15356073,72.31839962,72.35033867,72.078744940000007,72.17625855,18.33319786,17.574416,18.39815948,18.24423918,18.15476492,18.18471938,5.43e-4,0,14.90118736,14.30644444,0.380028986,0.246055556,0.305311594,0.322722222,12.70433944,12.75025862,3.98e-4,8.05e-4,151.8629821,156.2233529,0.193548387,0.765151515,0.234848485,0,0,1156.713269,0.722222222,0.277777778,0,0,1125.166944,1,0,0,0,654.5504142,1,0,0,0,631.24215,0,1,0,0,542.4770679,0,1,0,0,539.42625640000006,68.19305515,67.737,76
143178,TalkTalk,FTTC,38,10,TalkTalk 38 FTTC,B,Wales,Wales,Urban,0.0704,0.99656,0.708333333,NA,10.40550252,1.586768774,21.44734839,3.897409702,2.903259862,4.278785931,12.25389935,9.951928667,16.694325889999998,11.84033295,5.275156923,4.015030222,3.738622,9.397849091,11.961748,3.254993329,3.087823742,3.307029161,3.221836279,3.18184,3.264214222,0.004331348,0,13.1154118,16.78922137,0.522764286,0.677304348,0.883960714,3.070913043,9.952403606,13.17703333,NA,NA,1977.601647,4542.297167,1.774193548,0.418604651,0.197674419,0.38372093,0,1199.080601,0.296296296,0.111111111,0.592592593,0,1201.244704,0.435294118,0.309803922,0.250980392,0.003921569,1242.957704,0,0.5,0.461538462,0.038461538,1434.5418,0,0.690082645,0.309917355,0,4165.932774,0,0.321428571,0.678571429,0,4901.643097,31.84009967,13.811,38
143184,Sky,FTTC,76,20,Sky 76 FTTC,B,Wales,Wales,Rural,NA,NA,NA,NA,41.27953077,26.24269806,47.190112,38.03753729,35.81999329,39.55460232,41.74022924,44.5816656,44.04133246,39.14886086,40.53537333,38.24896622,37.84068966,34.79873943,39.76955117,6.900888251,6.085530581,7.140385548,6.789511733,6.684974194,6.847134452,4.84e-4,0,123.8204549,127.358193,0.609661677,0.479206897,0.686221557,1.333551724,14.32317289,14.8267377,0.003656291,0.006322834,406.878,529.2879655,0,0.811145511,0.164086687,0.024767802,0,1453.193443,0.836363636,0.145454545,0.018181818,0,1476.694364,0.954415954,0.034188034,0.011396011,0,1018.932194,0.948275862,0.051724138,0,0,1222.662867,0,0.977207977,0.022792023,0,2917.811114,0,0.983050847,0.016949153,0,2714.210629,20.89721676,20.6695,76
143186,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,Wales,Wales,Rural,0.0421,0.64797,1.246666667,NA,73.3460974,70.19355665,73.76011355,72.14278184,71.42711264,73.2844208,73.71654187,73.07033916,73.226358,72.66506743,73.681884,70.21691569,73.18595933,73.08144487,73.4663661,18.36992314,17.84572955,18.44523432,18.26002918,18.197965,18.39679333,0,0,38.95093662,40.57266667,0.322549618,0.344428571,0.198148855,0.280714286,11.83311159,11.88776087,5.84e-4,8.37e-5,203.8019785,257.8515,0.161290323,0.789473684,0.20242915,0.008097166,0,1538.530153,0.885714286,0.114285714,0,0,1410.303429,1,0,0,0,700.2556667,1,0,0,0,668.6398485,0,1,0,0,1062.004134,0,1,0,0,1102.728571,52.27419685,54.564,76
143194,BT,FTTC,38,10,BT 38 FTTC,B,Wales,Wales,Rural,0.0316,0.462,0.287878788,NA,25.80981248,24.66163354,25.93049631,26.00038927,25.93054667,26.00704733,25.74192741,25.76048062,25.41413267,25.744328,25.18768267,25.98572152,26.01378157,25.8815936,25.89311744,6.425410547,6.215907692,6.482533846,6.406421091,6.395436,6.417857,0,0,15.43963322,17.01840678,0.404409302,0.379045455,0.139911628,0.163272727,17.00305368,17.41415217,2.15e-4,1.32e-5,187.2536007,197.3374,3.038461538,0.947368421,0.052631579,0,0,1353.857351,1,0,0,0,1397.619295,0.991341991,0.008658009,0,0,1417.006832,1,0,0,0,1396.3824,0,1,0,0,676.5206504,0,1,0,0,713.7177955,109.5161267,139.1575,38
143212,BT,FTTC,76,20,BT 76 FTTC,B,England,Yorkshire & Humberside,Rural,0.4107,0.64797,0.9,NA,72.99035617,69.34117213,73.72976516,72.48812538,71.69775845,73.41584594,73.44496155,72.86990017,73.15979216,72.90538033,72.52967861,72.8063197,72.18129514,72.00603424,72.79698621,18.42653027,17.65742684,18.55253394,18.47565223,18.4446544,18.51268187,0,0,12.94875969,12.69312329,0.198169753,0.453590909,0.287216049,0.325090909,11.06689524,11.1265,1.09e-4,1.49e-5,137.8983121,141.3235455,0.032258065,0.761904762,0.231746032,0.006349206,0,1287.145238,0.770833333,0.229166667,0,0,1195.400938,1,0,0,0,669.3404193,1,0,0,0,666.68294,0,1,0,0,570.4174984,0,1,0,0,630.9504314,54.75093204,54.845,76
143224,Vodafone,FTTC,76,20,Vodafone 76 FTTC,B,Wales,Wales,Urban,NA,NA,NA,NA,66.62115933,40.13606787,74.2995551,47.05039725,41.46660181,52.21372826,72.57135324,74.24053226,72.92780968,69.56423307,63.7352,50.00267355,43.99971173,57.36869067,72.03695329,18.53821913,18.15824387,18.57065419,18.55026282,18.53923819,18.56186581,0,0,14.62261581,14.65653005,0.25243804,0.240535714,0.523622478,1.856071429,8.556268027,9.682935484,5.41e-4,0.001502623,141.6785497,208.9358387,0.290322581,0.767759563,0.232240437,0,0,1189.652915,0.786885246,0.213114754,0,0,1199.112148,1,0,0,0,592.0618179,1,0,0,0,821.4367377,0,1,0,0,444.1234891,0,1,0,0,467.3900492,24.7341882,27.7885,76
143230,BT,FTTC,76,20,BT 76 FTTC,B,England,South West,Rural,0.5921,0.64797,0.9,NA,73.74925192,73.20646658,73.76749832,73.75545075,73.74638452,73.75907406,73.75244434,73.74519471,73.73869207,73.36475794,73.66398293,73.75857413,73.75242813,73.76410053,73.75728645,18.55484281,18.4155649,18.59056877,18.55959032,18.5467471,18.57243355,0,0,11.17096478,11.14405435,0.199405099,0.225290323,0.273144476,0.281612903,8.699023256,8.791967742,2.33e-5,6.42e-5,121.2004432,121.5229355,0.096774194,0.767567568,0.232432432,0,0,1158.440624,0.774193548,0.225806452,0,0,1163.127677,1,0,0,0,566.554065,1,0,0,0,578.3417742,0,1,0,0,516.6575149,0,1,0,0,582.9651613,55.59004384,53.771,76
143236,EE,FTTC,38,10,EE 38 FTTC,B,England,South West,Rural,0.4795,0.462,1.475,NA,36.87840494,35.07183303,37.15961806,36.05465708,35.81796429,36.32223857,37.12249652,36.98370039,36.86950097,37.08893239,36.81018252,36.04211081,36.06820704,36.01984978,37.02778226,7.565182341,7.473089032,7.587988645,7.553825231,7.538362286,7.571519714,0,0,13.79199031,14.23568212,0.386026627,0.36612,0.427322485,0.53352,12.6119794,12.94341667,2.35e-4,8.68e-5,177.3456551,220.3951429,0.193548387,0.778787879,0.221212121,0,0,1159.563315,0.791666667,0.208333333,0,0,1166.147292,1,0,0,0,923.7857946,1,0,0,0,949.96244,0,1,0,0,540.3430268,0,1,0,0,548.9897959,44.2951896,42.387,38
143264,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,South East,Urban,NA,NA,1.038888889,NA,40.11043719,37.17383045,40.73411639,39.43423029,38.9576388,39.786038,40.45112662,40.38759662,39.93918211,39.45649707,38.76687029,39.6576328,39.31011778,39.68928338,40.49922257,10.86678888,10.65930271,10.95906529,10.84230769,10.7646924,10.7735816,0,0,22.8221689,23.99770968,0.410301527,0.407266667,0.351740458,0.547666667,7.114032305,7.356408163,3.15e-4,1.45e-4,160.6315252,179.3725,0.064516129,0.8125,0.1875,0,0,1222.05668,0.958333333,0.041666667,0,0,1310.157167,0.988372093,0.011627907,0,0,991.8300307,0.928571429,0.071428571,0,0,1141.151133,0,1,0,0,781.9309396,0,1,0,0,833.4997857,82.31539841,87.182,76
143266,BT,FTTC,38,10,BT 38 FTTC,B,England,North West,Urban,0.4239,0.99656,0.431818182,NA,28.34099121,25.6929471,29.45287794,28.32433156,28.426898,28.530435,29.22962155,28.67054549,27.61399455,26.67003692,25.96514489,28.445784,28.172516,28.0305184,28.2492936,6.803826748,6.59456929,6.894994839,6.814264,6.8066992,6.849784,0,0,19.37991046,19.593704550000002,0.374078125,0.3465,0.720588542,1.247333333,18.18988834,20.85297059,2.4e-4,1.19e-4,238.5364646,286.041625,0.290322581,0.803571429,0.196428571,0,0,1322.600935,1,0,0,0,1398.929889,0.988505747,0.011494253,0,0,1331.76075,1,0,0,0,1304.2547,0,1,0,0,615.4493051,0,1,0,0,624.0820909,121.1951445,125.937,38
143270,Vodafone,FTTC,76,20,Vodafone 76 FTTC,B,England,South East,Rural,NA,NA,NA,NA,43.01466995,37.59136723,44.75386477,42.01974681,41.01797493,43.22741947,43.4173903,43.17281045,42.73869887,42.35858097,41.97878968,42.12467834,41.91106771,43.29366426,43.63195573,8.805588179,8.590910452,8.878641032,8.785694667,8.760282667,8.814873333,0.001401214,0.005649718,10.42430468,12.24164,0.275271955,0.277,0.483541076,2.264357143,7.070039672,9.52283871,3.32e-4,0.001303247,205.696374,338.5712581,0.322580645,0.767955801,0.232044199,0,0,1191.73279,0.783333333,0.216666667,0,0,1186.9336,0.997245179,0.002754821,0,0,868.1934435,1,0,0,0,933.7213167,0,1,0,0,531.0698895,0,1,0,0,552.9441695,60.92959259,68.375,76
143286,Sky,FTTC,38,10,Sky 38 FTTC,B,England,South West,Rural,NA,NA,NA,NA,29.02106411,28.27149067,29.08338311,29.00855938,28.85016,29.00269371,29.18486,29.1488304,28.685365,28.97461371,28.910864,28.92882857,29.10157867,28.89712667,29.188952,2.647918873,2.579913778,2.687606222,2.662553231,2.656901714,2.680837714,0,0,16.96304404,18.35476667,0.781117647,1.7295,0.397147059,0.299166667,11.768656440000001,11.758,8.14e-5,5.82e-5,281.1854058,180.9768333,0.545454545,1,0,0,0,1327.717286,1,0,0,0,1335.189462,1,0,0,0,1218.817451,1,0,0,0,1221.471923,0,1,0,0,777.8087647,0,1,0,0,853.4056154,24.19154286,23.47,38
143290,Sky,FTTC,76,20,Sky 76 FTTC,B,England,East,Urban,2.9156,2.31166,1.354129412,NA,35.31557926,33.04051381,35.85995252,35.55516747,35.36188842,35.87820421,35.51925727,34.1670731,33.94306133,35.1260672,35.86878255,35.49084229,35.611452,35.6993415,35.11722578,13.93790705,13.87056516,13.96085806,13.92657541,13.90898695,13.916288,0,0,26.17954399,25.6090625,0.27485443,0.286384615,0.356322785,0.521153846,14.7287819,14.79986486,7.37e-5,1.72e-4,210.2600252,227.6300714,0,0.71257485,0.28742515,0,0,1172.194156,0.689655172,0.310344828,0,0,1154.606138,1,0,0,0,1127.584179,1,0,0,0,1213.044071,0,1,0,0,869.3679167,0,1,0,0,848.0741724,36.58812883,36.38,76
143294,Vodafone,FTTC,76,20,Vodafone 76 FTTC,B,England,North West,Urban,NA,NA,NA,NA,73.80300971,69.03734219,74.33456516,72.59191659,71.39531948,73.84413677,74.20677089,74.21644981,74.17923161,72.78010942,72.70400594,72.2773736,72.89631303,73.94546323,74.26723148,18.33905893,17.59174606,18.39865342,18.3028177,18.2592289,18.355144,4.5e-4,0,14.27031741,14.38567403,0.238815126,0.224241379,0.33364986,0.968413793,11.98118403,12.94629032,1.54e-4,5.56e-4,145.5289669,334.3944333,0.096774194,0.765667575,0.231607629,0.002724796,0,1257.501267,0.779661017,0.220338983,0,0,1256.245458,0.997275204,0.002724796,0,0,528.2807391,0.983606557,0.016393443,0,0,769.8139355,0,1,0,0,413.5432466,0,1,0,0,416.95085,36.89338251,37.527,76
143300,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,Yorkshire & Humberside,Rural,NA,NA,NA,NA,66.41573367,55.47891613,69.61632465,61.33229639,58.18069213,64.48390065,68.75756426,67.93553071,67.04940267,63.93511303,64.15662477,60.04191484,62.62267794,67.16447329,69.04732052,17.79088391,15.5105489,18.72058194,17.8917231,17.63230297,18.15114323,0,0,19.97118035,20.55273333,0.338878788,0.389677419,0.30938292,1.079064516,11.87462331,12.18672581,2.74e-5,9.58e-5,175.7101377,185.7824667,0,0.77027027,0.22972973,0,0,1179.606576,0.774193548,0.225806452,0,0,1186.94879,1,0,0,0,688.8379542,1,0,0,0,747.3448548,0,1,0,0,848.9896156,0,1,0,0,882.7878871,12.87587123,12.466,76
143304,Vodafone,FTTC,38,10,Vodafone 38 FTTC,B,Scotland,Scotland,Rural,NA,NA,NA,NA,26.94967312,25.601928,27.47858219,26.7362139,26.78486987,26.95510213,27.29833421,26.71689435,26.87122029,26.38761829,26.606147,26.79528632,26.68741496,27.22542343,26.96018457,4.975717186,4.778183484,5.047035871,4.983487455,4.959732444,5.003037926,0.003591954,0.023622047,23.27089458,24.73130081,0.784819383,0.6413,0.862612335,1.76055,22.28289481,23.89425806,7.5e-5,3.11e-5,658.1688048,1641.626462,0.064516129,0.79338843,0.202479339,0.004132231,0,1340.002967,0.75,0.25,0,0,1257.83785,0.267206478,0.732793522,0,0,2502.888872,0,1,0,0,2868.265443,0,1,0,0,799.3710369,0,1,0,0,830.3041538,53.68543866,48.988,38
143322,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,West Midlands,Rural,0.036,0.64797,0.869767442,NA,50.65869843,48.05091587,50.99703123,50.257804,49.85845959,50.81127034,50.71238918,50.93297669,50.85128302,50.79859829,48.92612,49.76980473,50.67072646,50.53343446,50.59114358,16.23302244,16.15713935,16.24763974,16.22663282,16.21906703,16.23691393,0,0,12.65368356,13.48957639,0.312769231,0.30075,0.149038462,0.419791667,9.604834254,9.856786885,3.55e-5,0,186.2764286,364.1307917,0.032258065,0.775700935,0.224299065,0,0,1292.511673,0.78,0.22,0,0,1257.19568,1,0,0,0,787.0542381,1,0,0,0,764.00106,0,1,0,0,822.2081884,0,1,0,0,1086.4955,77.14145338,74.05,76
