unit_id,ISP,Technology,PACKAGE (download by upload),package_upload_speed,MarketClass, Distance from exchange - DSL only,Region,Country,Geography,Full package name,Download - 24 (ave),Download - 24 min(ave),Download - 24 max (ave),Download - peak (ave),Download - peak min(ave),Download - peak max (ave),Download - 0-6am,Download - 6am-12am,Download - 12-18pm,Download - 18-19pm,Download - 19-20pm,Download - 20-21pm,Download - 21-22pm,Download - 22-23pm,Download - 23pm-00midnight,Upload - 24 (ave),Upload - 24 min(ave),Upload - 24 max (ave),Upload - peak (ave),Upload - peak min(ave),Upload - peak max (ave),DNS Failure 24hr,DNS Failure peak,DNS Rate - 24h,DNS Rate - peak,Jitter-upstream - 24h,Jitter-upstream - peak,Jitter-downstream - 24h,Jitter-downtream - peak,Latency - 24h,Latency - peak,Packet Loss - 24h,Packet Loss - peak,Web loading - 24h,Web loading - peak,Disconnections,YouTubeUHD24hr,YouTubeHD24hr,YouTubeSD24hr,YouTubeFailed24hr,YouTubeStartupDelay24hr,YouTubeUHDPeak,YouTubeHDPeak,YouTubeSDPeak,YouTubeFailedPeak,YouTubeStartupDelayPeak,NetflixUHD24hr,NetflixHD24hr,NetflixSD24hr,NetflixFailed24hr,NetflixStartupDelay24hr,NetflixUHDPeak,NetflixHDPeak,NetflixSDPeak,NetflixFailedPeak,NetflixStartupDelayPeak,iPlayerUHD24hr,iPlayerHD24hr,iPlayerSD24hr,iPlayerFailed24hr,iPlayerStartupDelay24hr,iPlayerUHDPeak,iPlayerHDPeak,iPlayerSDPeak,iPlayerFailedPeak,iPlayerStartupDelayPeak,DL24hr,DLpeak,UL24hr,ULpeak,DNS24hr,DNSpeak,Jitter24h,JitterPeak,Latency24h,LatencyPeak,Web24hr,WebPeak,YouTube24hr,YouTubePeak,Netflix24hr,NetflixPeak,iPlayer24hr,iPlayerPeak,mean_ping_ms_with_downstream_load,median_ping_ms_with_downstream_load,national_weight,rural_weight,isp_weight
147526,BT,FTTC,76,20,B,,Yorkshire & Humberside,England,Urban,BT 76 FTTC,69.69112194,61.77694735,70.96797806,67.65029652,65.58388542,69.71670761,70.95938125,70.55462269,69.89769967,70.65086133,67.86942323,68.8532271,66.44736594,66.64779484,69.60721858,18.40905631,17.07848026,18.6157569,18.13043187,17.68910555,18.57175819,0,0,13.90992864,16.72375975,0.832821023,3.160166667,0.257196023,0.4112,9.561863144,14.50112903,0.000149,0.000226,133.4590581,193.0892295,0.032258065,0.767759563,0.232240437,0,0,1186.124894,0.774193548,0.225806452,0,0,1199.616677,0.997275204,0.002724796,0,0,611.321481,1,0,0,0,640.419871,0,1,0,0,517.2708415,0,1,0,0,562.2535968,368,62,366,62,11552,992,358,30,752,62,720,61,366,62,367,62,366,62,48.72704683,47.018,,,
147542,BT,FTTC,38,10,B,,East,England,Urban,BT 38 FTTC,23.84561159,22.07755432,24.03206065,23.86294481,23.71662245,23.75597419,23.81166861,23.77862334,23.61936842,23.67755413,23.8390811,23.73527366,23.98636027,23.92283148,23.88225173,3.541282974,3.406971097,3.664271484,3.530637067,3.528010323,3.576163097,0,0,20.32424599,19.86332222,0.336520124,0.346464286,0.319340557,0.319678571,19.88170055,19.79882258,0.000297,2.08E-05,264.4549211,263.5924516,0.129032258,0.769014085,0.228169014,0.002816901,0,1232.746047,0.766666667,0.233333333,0,0,1181.184417,0.99713467,0.00286533,0,0,1483.889092,1,0,0,0,1490.152339,0,1,0,0,728.4384744,0,1,0,0,738.9554333,356,59,353,60,2096,182,329,28,742,62,348,31,355,60,349,59,352,60,103.2966888,101.394,0.4239,0.99656,0.431818182
147562,Sky,FTTC,76,20,B,,London,England,Urban,Sky 76 FTTC,69.20667892,65.79735484,70.91679535,68.80504213,68.44111535,69.23145961,69.70956829,69.2735552,69.15725495,69.200048,68.8287328,68.87984055,68.74306629,68.38269504,68.82745632,18.62409377,18.26670581,18.67024774,18.63452721,18.62154916,18.64837368,0,0,13.94290364,13.97260556,0.351833333,0.358275862,0.297297619,0.307758621,5.921462162,5.960580645,0.007235979,0.005357526,360.3111521,571.1140323,0.032258065,0.76,0.24,0,0,1203.451743,0.766666667,0.233333333,0,0,1216.143117,1,0,0,0,1637.374898,1,0,0,0,1700.095492,0,0.994382022,0.005617978,0,1269.835761,0,0.983333333,0.016666667,0,1621.264738,360,64,358,61,2159,182,342,29,754,62,361,31,350,60,354,61,356,60,16.43114571,15.866,,,
147566,BT,FTTC,52,10,B,,London,England,Urban,BT 52 FTTC,43.56954043,38.05894039,44.72507535,43.19888836,42.80470918,43.48857553,44.67441166,41.02233533,42.8755664,41.99430667,43.33534933,43.97073662,42.08399644,43.402592,43.90205956,5.918504528,5.648572129,5.992724129,5.87758464,5.861531429,5.868495238,0,0,10.00475947,12.32777228,0.426792271,0.4039,0.543188406,1.407,5.075514286,5.545277778,0.000577,0.000224,514.1982976,333.2982727,0,0.815533981,0.184466019,0,0,1236.658563,0.8125,0.1875,0,0,1231.799563,1,0,0,0,880.3106394,1,0,0,0,887.0382759,0,1,0,0,633.8020049,0,1,0,0,626.0531333,217,22,201,25,1454,103,211,10,677,54,209,11,206,32,208,29,203,29,73.19441121,77.3575,0.791,2.31166,0.189285714
147580,BT,FTTP,76,20,B,,Wales,Wales,Rural,BT 76 FTTP,73.39528545,70.30710039,73.7968991,72.04967768,71.107966,72.20799733,73.75882267,73.66160168,73.48106047,73.69349653,73.12536086,71.75046857,72.41928894,71.94821035,73.329372,20.02596092,19.88380903,20.06535226,19.99399747,19.97172608,20.01616352,0,0,11.13668027,10.80860169,0.203833333,0.167444444,0.050188679,0.067555556,7.576710894,7.610169811,1.40E-05,0,117.2212736,127.9514211,0.064516129,0.774193548,0.225806452,0,0,1246.657084,0.891891892,0.108108108,0,0,1300.881568,1,0,0,0,587.6358333,1,0,0,0,606.1745946,0,1,0,0,488.8454918,0,1,0,0,542.1696364,313,38,310,38,2001,120,324,18,730,53,324,19,310,37,312,37,305,33,51.31345277,50.047,0.0202,0.35719,1
147616,Plusnet,FTTC,76,20,B,,South East,England,Urban,Plusnet 76 FTTC,64.69711081,58.71447845,66.12358916,62.14533635,62.262218,63.0474608,65.65615417,64.78691677,63.51776229,64.76754215,63.55991505,61.79239491,62.468866,62.03651067,65.88556333,18.466172,17.65071252,18.57505342,18.28667467,18.19456762,18.24906286,0,0,10.72258144,12.32825806,0.284256917,0.296555556,0.35070751,0.432722222,8.298255072,8.421807018,1.04E-05,0,121.1710703,119.0229333,0.032258065,0.763485477,0.236514523,0,0,1190.501722,0.75,0.25,0,0,1188.881094,1,0,0,0,639.6729636,1,0,0,0,662.2237241,0,1,0,0,965.1646056,0,1,0,0,1541.591364,240,23,242,30,1528,93,257,18,704,57,260,15,241,32,247,29,240,31,69.57023077,71.8295,,,1.087209302
147622,Plusnet,FTTC,76,20,B,,South East,England,Urban,Plusnet 76 FTTC,39.96859857,37.92408661,40.282216,39.67691426,39.42850133,40.00069219,39.94782465,40.02431144,39.7954821,40.22352,39.85480612,39.40879579,39.9316268,40.20309236,39.85842171,7.407791103,7.259297391,7.458037913,7.392742526,7.357974476,7.381004952,0,0,31.63142179,34.13715789,0.439688073,0.334176471,0.404917431,0.669764706,14.55164414,14.64147619,5.53E-06,2.00E-05,220.7758,383.6686667,0,1,0,0,0,1372.970433,1,0,0,0,1337.986649,0.973568282,0.026431718,0,0,1168.708815,0.921052632,0.078947368,0,0,1356.78139,0,1,0,0,1069.340951,0,1,0,0,1130.9704,234,39,227,38,1375,116,222,17,513,42,229,18,217,37,227,38,222,40,76.04709483,72.07,0.3005,0.81498,1.038888889
147628,Plusnet,FTTC,38,10,B,,South West,England,Urban,Plusnet 38 FTTC,24.6141482,22.89911974,24.764856,24.67424406,24.61964671,24.72633781,24.73199032,24.60532577,24.43324703,24.70425474,24.6075836,24.64723264,24.69201474,23.93661393,24.3119408,5.335853326,5.270749935,5.347332387,5.335277548,5.327881032,5.342674065,0,0,36.79814955,38.43436813,0.751095522,0.726931034,0.706970149,0.674103448,21.11063711,21.37066129,3.35E-05,1.96E-05,300.3054728,304.7164667,0,0.783098592,0.216901408,0,0,1237.377949,0.766666667,0.233333333,0,0,1232.8413,0.994397759,0.005602241,0,0,1381.84738,0.984615385,0.015384615,0,0,1451.279621,0,1,0,0,1386.603528,0,1,0,0,1746.196617,360,63,359,62,2155,184,341,29,747,62,355,30,355,60,357,65,355,60,50.63063889,50.5475,0.0156,0.99656,0.458108108
147704,Plusnet,FTTC,76,20,B,,Scotland,Scotland,Rural,Plusnet 76 FTTC,71.40378358,68.0489791,71.727368,71.34328826,71.01229006,71.67428645,71.49188116,71.6299937,71.70046465,69.74665935,69.92648619,71.19506245,71.49151406,71.49400052,71.50324232,18.54065458,18.08947226,18.58555226,18.515364,18.47456826,18.55615974,0,0,28.85608007,29.11822404,0.285910663,0.277071429,0.243657061,0.282857143,24.77727211,24.84283871,8.38E-05,9.46E-05,265.8929098,427.9559677,0.032258065,0.766129032,0.231182796,0.002688172,0,1257.16091,0.758064516,0.225806452,0.016129032,0,1449.397727,1,0,0,0,792.8268,1,0,0,0,813.5902742,0,1,0,0,1159.392995,0,1,0,0,1257.6675,371,62,371,62,2217,185,353,28,749,62,372,31,372,62,370,62,372,62,82.37310685,89.738,0.031,0.64797,1.087209302
147714,BT,FTTC,76,20,B,,South West,England,Rural,BT 76 FTTC,67.93914879,65.63157652,68.16464826,67.18396106,66.83370658,67.64704568,68.15138518,67.92597931,67.62155043,67.9505024,67.53219924,67.54015933,66.88917628,68.12878293,68.15499097,18.55536826,18.17243484,18.586544,18.55530865,18.53850987,18.57428533,0,0,11.21863893,11.23872436,0.206043605,0.20636,0.266622093,0.33636,8.619774687,8.679785714,1.67E-05,5.00E-05,123.4081032,123.1882308,0.129032258,0.76744186,0.23255814,0,0,1164.907712,0.781818182,0.218181818,0,0,1175.834945,1,0,0,0,662.1058129,1,0,0,0,665.6989032,0,1,0,0,536.7054894,0,1,0,0,615.4723137,335,53,340,55,2095,158,350,25,733,56,355,26,344,55,278,31,329,51,56.85701534,56.8815,0.2472,0.64797,0.81
147726,Vodafone,FTTC,76,20,A,,East,England,Urban,Vodafone 76 FTTC,39.59448885,30.29631871,40.90919226,39.24046774,37.92996774,40.55096774,40.71809239,40.50576787,39.40115652,37.80671432,34.39991071,38.36493652,40.11599897,40.22698219,40.50374426,12.35276315,11.19975019,12.52381135,12.45192335,12.39748516,12.50636155,0,0,11.8651133,12.15798913,0.388686275,0.377233333,0.477602241,1.066766667,7.233598372,9.443354839,0.000908,0.005086277,137.6424192,157.286,0.258064516,0.766937669,0.233062331,0,0,1199.594992,0.770491803,0.229508197,0,0,1193.92541,0.986522911,0.013477089,0,0,902.4280936,1,0,0,0,911.2619344,0,1,0,0,528.5198587,0,1,0,0,595.4593016,372,62,372,62,2224,186,363,30,751,62,371,31,369,61,371,61,372,62,51.11484239,53.509,,,
147736,TalkTalk,FTTC,38,10,B,,North West,England,Urban,TalkTalk 38 FTTC,25.54500936,24.84063948,25.61291716,25.48969853,25.40271893,25.58443627,25.58285364,25.55459961,25.4363779,25.27034554,25.55403232,25.57998152,25.39619114,25.58499948,25.58487071,5.529568347,5.401042323,5.573285677,5.5295008,5.5094064,5.5394392,0,0,14.69017874,14.75956173,0.283149682,0.273545455,0.258729299,0.295590909,19.52937707,19.59201667,0.000181,0.000262,242.0965918,645.18964,0,0.769230769,0.230769231,0,0,1234.769231,0.788461538,0.211538462,0,0,1248.334423,1,0,0,0,1278.363861,1,0,0,0,1278.933544,0,1,0,0,865.1585983,0,1,0,0,870.5458302,352,57,352,55,2140,164,320,22,738,60,349,25,351,52,353,57,351,53,52.28831395,51.6305,0.0783,0.99656,0.817307692
147738,EE,FTTC,38,10,B,,North West,England,Urban,EE 38 FTTC,16.90809573,12.56716155,17.87931252,16.99924262,16.2862769,17.72102658,17.60776039,17.07725161,17.35939587,17.48309471,17.25205961,17.40076826,16.5843328,14.89639147,15.11347228,6.278332311,5.964154065,6.363457032,6.26046059,6.215508387,6.304430452,0,0,15.67084408,15.69980874,0.372017857,0.880064516,0.58258631,0.48683871,13.52912789,13.23119355,0.001239373,0.000171,318.936825,301.4700323,0.548387097,0.747252747,0.252747253,0,0,1278.941635,0.766666667,0.233333333,0,0,1323.5889,0.783561644,0.216438356,0,0,1729.71252,0.75,0.25,0,0,1647.3013,0,1,0,0,1027.919888,0,1,0,0,902.3265167,368,61,366,61,2197,185,342,31,749,62,366,31,364,60,365,60,363,60,62.33783657,63.805,0.0451,0.99656,0.983333333
147750,Sky,FTTC,76,20,B,,North West,England,Urban,Sky 76 FTTC,48.74564394,46.21610116,49.00511045,48.80411067,48.74782667,48.92958333,48.90951419,48.56287707,48.01106773,48.63697876,48.82140867,48.89923782,48.65462514,49.312016,48.78460123,8.219010173,7.895011355,8.273343484,8.246428211,8.233842667,8.241556667,0,0,12.68766601,13.11660714,0.387502222,0.3605,0.18832,0.235166667,9.308742358,9.579351351,0.001400148,0.00036,150.6868018,141.0814167,0.129032258,0.756653992,0.243346008,0,0,1206.987608,0.75,0.25,0,0,1218.5104,0.996212121,0.003787879,0,0,1142.412277,1,0,0,0,1158.229833,0,1,0,0,581.2860924,0,1,0,0,704.5157778,268,18,258,19,1545,56,229,12,701,37,221,12,263,20,264,18,249,18,16.85078571,16.4195,1.857,2.31166,1.354129412
147754,TalkTalk,FTTC,76,20,B,,North East,England,Urban,TalkTalk 76 FTTC,74.48577208,72.95785652,74.75158813,74.40679628,74.23871081,74.47373333,74.23229757,74.65254072,74.61609533,74.60798089,74.6850584,74.61443933,74.14451032,73.93054286,73.45756733,18.66469964,18.60885961,18.69204103,18.6683721,18.66526923,18.67238646,0,0,6.936584187,6.927233083,0.204616162,0.196,0.305323232,0.346136364,12.42741018,12.43828333,1.88E-05,0,138.6895148,139.01328,0,0.771535581,0.224719101,0.003745318,0,1246.965982,0.857142857,0.142857143,0,0,1244.169476,1,0,0,0,453.67513,1,0,0,0,472.3128,0,1,0,0,534.3273481,0,1,0,0,537.9737674,269,43,272,41,1792,135,303,22,721,60,311,25,267,42,277,45,269,43,38.22170943,36.769,1.5642,0.81498,0.916666667
147814,Zen,FTTC,38,10,B,,South West,England,Rural,Other-FTTC-and-ADSL,36.56274388,35.45311587,37.11097419,36.48185785,36.24048,36.67734262,36.72768653,36.50588091,36.63094421,36.51871482,35.804932,36.29202862,36.67168708,36.519944,36.61927273,9.167808627,8.917012387,9.277514065,9.192208522,9.155387259,9.23317363,0,0,13.79342715,14.02977941,0.264698413,0.228833333,0.749694444,0.720875,9.894644628,9.890225806,0.00374747,0.003244404,610.6853511,609.0533913,0,0.82278481,0.17721519,0,0,1097.785464,0.80952381,0.19047619,0,0,1065.168048,1,0,0,0,1694.52869,1,0,0,0,1885.941064,0,0.987854251,0.012145749,0,2095.768055,0,0.977777778,0.022222222,0,1643.09775,267,52,259,46,1533,138,256,24,740,62,266,23,237,42,255,47,247,45,55.3277197,54.8425,,,
148226,Plusnet,FTTC,76,20,B,,Yorkshire & Humberside,England,Urban,Plusnet 76 FTTC,69.61923897,66.50975355,70.06393135,68.59273884,67.60687123,69.57860645,69.86940594,69.89129548,69.87411394,69.51330194,68.83179148,68.96162581,68.22385187,69.53626374,69.80102219,18.5708765,18.51348232,18.57490426,18.57346219,18.57268929,18.5742351,0,0,13.26940293,13.65988587,0.283217033,0.275967742,0.24060989,0.35916129,9.325447188,9.51616129,0.000655,8.45E-05,213.1746192,223.9015484,0.161290323,0.997311828,0,0.002688172,0,2657.142282,1,0,0,0,2608.933129,1,0,0,0,986.5985296,1,0,0,0,1093.703484,0,1,0,0,680.0654987,0,1,0,0,683.438371,372,62,372,62,2228,186,370,31,743,62,371,31,372,62,372,62,372,62,58.46300285,54.592,0.2603,0.81498,1.087209302
148230,EE,FTTC,38,10,B,,South East,England,Urban,EE 38 FTTC,34.78428815,29.30043845,35.51705187,32.93314692,31.42319307,34.33030667,35.4516737,34.68492547,35.11492786,35.20589947,34.39840178,32.96757108,32.89872277,34.42395164,34.36043111,9.223261662,9.119879742,9.246755097,9.220512,9.206710897,9.233026207,0,0,10.56751221,11.04789933,0.443304762,0.45992,0.457,0.80076,9.369659249,9.737725806,0.000117,0.000187,215.6969846,435.9326538,0.290322581,1,0,0,0,1743.541477,1,0,0,0,1768.606377,0.961538462,0.038461538,0,0,1251.169247,0.862745098,0.137254902,0,0,1780.383797,0,0.996732026,0.003267974,0,746.7206442,0,0.98,0.02,0,918.7049273,323,52,314,50,2006,151,321,25,733,62,331,26,307,53,312,51,306,50,13.58330341,11.746,0.0894,0.99656,0.453846154
148232,Virgin,Cable,350,35,B,,South East,England,Urban,Virgin 350 Cable,378.2049182,343.4730442,383.5975409,364.8234907,353.0291768,378.6908333,378.0958969,383.675921,382.3824887,379.2359788,373.5186273,375.2910025,356.008744,368.0023902,373.754417,33.67735549,31.965672,33.50844073,33.19308754,32.71291747,33.46982611,0,0,13.2264874,16.28966327,2.67947449,2.906176471,0.073336735,0.095294118,13.20108072,13.913425,0.002025574,0.003659202,393.6208842,679.0715,0.625,1,0,0,0,2747.09949,1,0,0,0,2708.346441,1,0,0,0,365.5498929,1,0,0,0,399.6039032,0,1,0,0,820.0477538,0,1,0,0,1080.731156,203,35,197,35,1163,99,200,17,454,40,192,16,191,33,196,31,198,31,23.51641429,24.5235,0.5231,1.31608,1
148274,Sky,FTTC,76,20,B,,South East,England,Urban,Sky 76 FTTC,55.53012911,51.41162971,56.03346114,55.5429551,55.38488313,55.5543113,55.53859796,55.58684554,54.063748,53.2579,55.80057981,55.79997412,55.23086057,55.5161784,54.974836,18.59869347,18.27458743,18.67664229,18.56987782,18.54470365,18.58300904,0.000242,0,13.72079367,13.3145265,0.323096774,0.4208125,0.312375,0.4640625,9.723653846,9.82578,0.002043835,0.000276,145.4249396,165.56225,0.25,0.995708155,0,0.004291845,0,2542.397657,1,0,0,0,2585.010781,0.995535714,0,0.004464286,0,703.6236696,1,0,0,0,875.5673333,0,1,0,0,529.1797615,0,1,0,0,573.3078235,235,31,241,33,8267,576,252,16,636,50,523,32,233,32,224,27,239,34,24.28528814,23.806,1.7486,2.31166,0.742587097
148284,Plusnet,FTTC,76,20,B,,South West,England,Urban,Plusnet 76 FTTC,71.67099583,68.6701248,72.27795733,71.11380258,70.8117504,71.661348,71.89719409,71.64845366,71.62597641,70.87921322,71.58429882,70.95596073,71.2006156,71.46420267,71.901496,18.38971398,18.2088392,18.44715173,18.37375895,18.35314492,18.37052308,0,0,27.30949356,29.48401695,0.444698795,0.35285,0.316144578,0.3334,13.19410583,13.20701786,0.000359,4.16E-05,167.7588178,167.1418636,0.033333333,1,0,0,0,2716.414345,1,0,0,0,2741.140656,1,0,0,0,748.6233506,1,0,0,0,809.8224211,0,1,0,0,889.0337276,0,1,0,0,877.032973,263,31,266,38,1663,120,253,20,664,56,262,22,249,32,251,38,255,36,63.1083308,61.739,0.2822,0.81498,0.912195122
148288,Sky,FTTC,38,10,B,,Scotland,Scotland,Urban,Sky 38 FTTC,23.95120517,17.08156955,27.41324439,22.85996952,22.00031972,23.79784772,24.37761992,24.8360488,24.38336949,23.2947056,22.70565723,22.1735428,23.48399382,23.56954971,22.74325943,7.671806596,7.244333419,7.753786839,7.695539,7.674541517,7.697285793,0,0,28.43647306,29.31785039,0.810916996,0.96675,1.074699605,1.4080625,30.84756241,30.969,0.001144262,0.000557,375.5942984,365.1000556,0.161290323,0.980544747,0.019455253,0,0,1572.31937,1,0,0,0,1561.360385,0.937984496,0.062015504,0,0,1713.447004,0.906976744,0.093023256,0,0,1921.044681,0,1,0,0,1142.274516,0,1,0,0,1185.600225,261,42,249,40,1628,129,257,16,711,62,262,18,257,39,258,43,254,39,53.39410728,44.823,5.2396,2.31166,0.4643625
148304,Virgin,Cable,200,20,B,,London,England,Urban,Virgin 200 Cable,218.0051266,213.4343649,219.5787311,217.0553001,216.1438217,217.9667786,219.1466137,217.9427205,217.7114502,217.4480755,217.1875451,217.0151092,217.0954911,217.6411595,219.0030283,20.63998759,18.2268049,21.01257471,20.49866929,20.18695406,20.81038452,0,0,12.47758345,13.43944262,2.390375385,3.182185185,0.202052308,0.287555556,12.55815522,13.52539344,0.000429,2.06E-05,363.3153609,345.2841333,0.096774194,1,0,0,0,2815.52897,1,0,0,0,2866.644397,1,0,0,0,460.7151359,1,0,0,0,540.2091129,0,1,0,0,736.0731753,0,1,0,0,737.6776935,366,62,365,62,2207,185,331,27,742,61,369,30,337,58,368,62,365,62,144.5581175,130.544,0.9719,1.31608,1
148314,Virgin,Cable,200,20,B,,South East,England,Urban,Virgin 200 Cable,217.6033698,199.7508588,220.1280684,215.8773054,212.8588493,218.8957615,218.0077079,218.2088993,217.2302481,215.0787605,213.7904377,217.1444583,214.6101525,218.3024834,218.8146844,20.65414753,19.04729342,20.95731019,20.57461832,20.3641089,20.78512774,0,0,13.66363139,15.64483696,2.940713433,3.449413793,0.128343284,0.167793103,16.25387017,18.32025806,0.000209,6.95E-05,365.2406271,412.473,0.129032258,0.997297297,0,0.002702703,0,2811.288929,1,0,0,0,2753.120129,1,0,0,0,559.9807967,1,0,0,0,811.1477258,0,1,0,0,710.9906223,0,1,0,0,744.7521311,367,62,369,62,2208,186,341,29,738,62,368,31,370,62,369,62,368,61,29.92996196,30.25,0.9719,1.31608,1
148320,EE,ADSL2+,17,,B,1250-1500m,South West,England,Rural,EE  ADSL2+,6.83282688,4.446841032,7.30715071,6.897519186,6.638926933,7.1712232,7.2437416,6.0638172,6.461168138,6.934585103,6.993354667,6.751383724,7.038783467,7.0328656,7.120111467,0.973128825,0.890458839,1.051440258,0.985283254,0.962505333,1.006110667,0,0,18.87395779,15.51998276,0.615505155,1.460037037,0.724309278,0.97637037,17.45576724,15.18589831,0.00148411,0.000152,696.3931714,629.3139,0.35483871,0,0.931818182,0.068181818,0,858.4700084,0,0.949152542,0.050847458,0,818.2128667,0,0.971751412,0.028248588,0,1872.14033,0,1,0,0,1812.162419,0,0.960227273,0.039772727,0,1969.746592,0,1,0,0,1573.851614,356,59,355,59,2127,176,295,27,710,59,356,30,352,59,354,59,352,57,132.5857584,136.297,2.5567,0.64162,1.7875
148322,Virgin,Cable,200,20,B,,Scotland,Scotland,Urban,Virgin 200 Cable,215.5308629,193.5816524,219.4103055,215.9263657,213.7266293,218.1261021,212.7024361,210.3397573,215.7615843,217.7950259,215.6324715,216.2583691,215.5943624,218.0889088,217.9984779,20.3949605,16.38067845,21.01385703,20.99880693,20.99409253,21.00352133,0,0,12.20681788,12.77130899,2.249196923,2.86712,0.142766154,0.19444,18.54943882,19.09608333,0.000158,9.18E-06,383.5439774,419.8232667,0.129032258,1,0,0,0,2925.334908,1,0,0,0,2909.53535,0.98603352,0.01396648,0,0,696.699416,0.95,0.05,0,0,1026.10281,0,1,0,0,745.2093697,0,1,0,0,776.5236667,358,60,358,60,2156,180,331,25,725,60,360,30,358,60,358,60,357,60,155.9251844,131.361,0.5568,1.31608,1
148332,Virgin,Cable,200,20,B,,Scotland,Scotland,Urban,Virgin 200 Cable,176.3070207,122.3942335,208.4920942,170.9487875,159.0311417,182.8664333,178.7214822,178.4875868,181.6968732,177.506407,180.3022694,171.150577,170.7469979,167.8284112,158.874705,18.49726066,15.36627974,20.57599355,18.48559484,17.80074787,19.17044181,0,0,11.16966806,11.67252747,2.416637427,2.867103448,0.207877193,0.404793103,20.16294606,20.62356452,0.001302258,0.001134258,287.0620634,266.112871,0.322580645,0.99726776,0,0.00273224,0,2695.903987,1,0,0,0,2704.669839,0.952908587,0.047091413,0,0,1124.381709,0.903225806,0.096774194,0,0,1545.965529,0,1,0,0,559.5046522,0,1,0,0,577.510377,368,62,368,62,2195,184,348,29,737,62,369,31,366,62,361,62,368,61,87.0927663,102.0135,0.5568,1.31608,1
148340,Plusnet,FTTC,76,20,B,,South East,England,Urban,Plusnet 76 FTTC,53.99169591,48.96858039,54.68023923,54.25927795,54.1021488,54.6446144,54.47753719,54.20312302,53.66947135,54.20042821,47.572704,54.1982925,54.30170261,53.5176996,54.40575846,9.384071151,8.145243097,9.735910194,9.273147886,9.130167652,9.546105391,0,0,7.633269803,11.71254615,0.513712766,0.547,0.341485816,0.683631579,6.884867419,7.01577193,0.000428,0.000537,110.0432743,156.9664286,0.258064516,1,0,0,0,2524.522165,1,0,0,0,2541.505861,0.979508197,0.020491803,0,0,743.8027218,0.935483871,0.064516129,0,0,915.5921212,0,0.996015936,0.003984064,0,771.0245869,0,0.975609756,0.024390244,0,1006.257543,257,39,249,35,1713,132,286,19,723,57,292,21,248,36,244,31,251,41,62.20066926,61.396,0.1433,0.81498,0.869767442
148350,Vodafone,FTTC,76,20,B,,Yorkshire & Humberside,England,Urban,Vodafone 76 FTTC,23.92584854,19.85810027,26.68029253,22.43743269,21.50902748,22.24595165,25.23159738,26.27681185,22.81364933,22.688626,22.75237143,22.19227162,22.80517429,23.08935581,23.48115832,18.46044057,15.3377456,20.1892552,17.63325867,17.37765418,17.86678109,0.000786,0,12.63710543,15.15953763,1.656757143,1.66,1.148038095,1.512615385,12.54536667,13.70083019,0.001730119,0.000124,685.0362115,2789.79075,0.096774194,0.994871795,0.005128205,0,0,1391.593292,0.958333333,0.041666667,0,0,1385.284375,0.99,0.01,0,0,1429.315303,0.95,0.05,0,0,1419.86765,0,1,0,0,698.7196134,0,1,0,0,1109.633652,210,35,213,36,1273,93,214,13,642,53,212,16,195,24,200,20,193,22,63.50679439,61.802,,,
148370,Vodafone,FTTC,76,20,A,,Scotland,Scotland,Rural,Vodafone 76 FTTC,10.84843206,8.833976552,13.58804524,8.098038286,7.482663273,8.024504,13.52222489,11.58972224,8.800331692,10.11485257,7.039384,7.79912,8.322227,8.989909333,11.838114,15.223304,12.38991228,19.53261793,10.76576431,10.9886888,11.371604,0,0,65.74076201,63.81591111,12.71842336,12.55785714,2.418525547,2.800714286,52.13309167,55.04559375,0.000984,0.005354252,878.8766688,1348.0543,2.2,0.504,0.48,0.016,0,1510.59554,0.461538462,0.538461538,0,0,1548.149357,0.143939394,0.848484848,0.007575758,0,2104.59756,0.0625,0.9375,0,0,2356.62905,0,0.96875,0.03125,0,3203.321518,0,0.923076923,0.076923077,0,3984.773833,135,14,136,13,955,45,139,7,488,32,159,10,125,13,132,16,128,13,207.9597868,85.2815,,,
148408,Plusnet,FTTC,76,20,B,,North West,England,Urban,Plusnet 76 FTTC,53.10328344,51.79416284,53.15994684,52.67270979,52.2831808,52.40502144,53.14041167,53.12221453,53.11083786,52.71555669,52.89102656,53.05877164,52.33297536,53.09075338,53.13375641,12.86313328,12.61615381,12.91855174,12.85510348,12.80043933,12.91142667,0,0,20.22727441,20.34485714,0.342266082,0.37715,0.323002924,0.3671,18.101507,18.19264815,1.30E-05,7.15E-05,201.0595015,202.0947,0,0.997014925,0,0.002985075,0,2895.974268,1,0,0,0,2810.666067,1,0,0,0,824.4117083,1,0,0,0,833.429087,0,1,0,0,933.5225289,0,1,0,0,976.0693953,336,47,336,46,2101,149,348,20,728,54,349,20,335,45,336,46,329,43,80.20504464,81.7755,,,0.869767442
